"Kaupunginosa","Postinumero","Huoneisto","Talotyyppi","Asuinala","Huoneita","Velaton_hinta","Neliöhinta","Rakennusvuosi","Hissi","Kunto","Tontti","Energialuokka","Kerroksia","Kerrosnumero","Keskustaetäisyys_km"
"Munkkisaari","00150","1h+kk","kt",18,1,110000,6111,1938,"ei","tyyd.","oma","E",5,4,1.21472962132615
"Munkkisaari","00150","1h, k, parveke","kt",34,1,250000,7353,2001,"ei","hyvä","oma","E",5,5,1.21472962132615
"Punavuori","00150","1 h, avok, parv...","kt",25,1,203000,8120,1931,"on","hyvä","oma","D",5,3,1.21472962132615
"Punavuori","00150","1h, avok, kph, ...","kt",31,1,250000,8065,1907,"on","tyyd.","oma","G",6,5,1.21472962132615
"Punavuori","00150","1 h+avokeitti...","kt",24,1,175000,7292,1951,"on","tyyd.","oma","F",6,3,1.21472962132615
"Punavuori","00150","1h, avok, parvi...","kt",28,1,250000,8929,1931,"on","hyvä","oma","D",6,5,1.21472962132615
"Punavuori","00150","1 h, alkovi, ke...","kt",36,1,305000,8472,1972,"on","hyvä","oma","G",6,6,1.21472962132615
"Punavuori","00150","1h, avok., alk....","kt",34,1,319000,9246,1911,"on","hyvä","oma","F",7,7,1.21472962132615
"Punavuori","00150","1h+kk+wc/suihku","kt",19,1,118000,6211,1938,"on","huono","oma","F",6,3,1.21472962132615
"Punavuori","00150","1h, avok, kph","kt",25,1,203000,8120,1962,"on","hyvä","oma","D",5,5,1.21472962132615
"Punavuori","00150","1h, avok, kph, et","kt",39,1,200000,5128,1938,"on","tyyd.","oma","F",4,1,1.21472962132615
"Ullanlinna","00150","1h,alkovi,kk,kph","kt",31,1,280000,9032,1931,"on","hyvä","oma","F",4,4,1.21472962132615
"Ullanlinna","00150","1h + kk + kph +...","kt",26,1,230000,8679,1961,"on","tyyd.","oma","D",4,3,1.21472962132615
"Punavuori","00150","1h, avok, eteis...","kt",24,1,229000,9542,1912,"ei","hyvä","oma","D",10,6,1.21472962132615
"Punavuori","00150","1h, avok, kph, et","kt",28,1,247000,8667,1960,"on","hyvä","oma","D",8,6,1.21472962132615
"Punavuori","00150","1 h+avokeitti...","kt",24,1,185000,7708,1951,"on","tyyd.","oma","F",6,3,1.21472962132615
"Punavuori","00150","1h, avok, kph","kt",24,1,199000,8292,1951,"on","hyvä","oma","F",6,2,1.21472962132615
"Eiranranta","00150","2h,k,kph,s,eril...","kt",69,2,720000,10435,2007,"on","hyvä","oma","F",7,4,1.21472962132615
"Hernesaari","00150","2h, kk, alkovi,...","kt",54,2,367000,6796,1928,"on","tyyd.","oma","D",8,3,1.21472962132615
"Punavuori","00150","2h+k (yj mukaan...","kt",48,2,320000,6667,1906,"ei","tyyd.","oma","D",4,2,1.21472962132615
"Punavuori","00150","2h, k, kph, vh,...","kt",48,2,305000,6354,1959,"on","huono","oma","D",8,7,1.21472962132615
"Munkkisaari","00150","3h+kk (yj:n muk...","kt",52,2,345000,6571,1964,"on","tyyd.","oma","E",8,5,1.21472962132615
"Ullanlinna","00150","2h+kk+kph+erill.wc","kt",34,2,280500,8250,1929,"on","hyvä","oma","F",4,2,1.21472962132615
"Eira","00150","2h, kk, kph, wc","kt",36,2,415000,11528,1913,"ei","hyvä","oma","F",4,2,1.21472962132615
"Eira","00150","1-2h, avok, kph","kt",37,2,270000,7297,1900,"ei","tyyd.","oma","F",4,3,1.21472962132615
"Punavuori","00150","2h+k+kph+s (Yj:...","kt",62,2,470000,7581,1897,"ei","hyvä","oma","D",5,4,1.21472962132615
"Munkkisaari","00150","2h,k,kph","kt",48,2,290000,6042,1961,"on","hyvä","oma","E",5,3,1.21472962132615
"Ullanlinna","00150","2h, k, kph","kt",62,2,460000,7419,1914,"ei","hyvä","oma","F",4,3,1.21472962132615
"Punavuori","00150","2h, avokeitti...","kt",53,2,423000,7981,1930,"on","hyvä","oma","E",4,3,1.21472962132615
"Ullanlinna","00150","2h, k, kph, wc","kt",76,2,620000,8158,1931,"on","hyvä","oma","D",8,7,1.21472962132615
"Ullanlinna","00150","2h, k, kph, wc","kt",76,2,620000,8158,1931,"on","hyvä","oma","D",8,7,1.21472962132615
"Punavuori","00150","2h, avok, vh, kph","kt",53,2,419000,7906,1907,"ei","tyyd.","oma","F",4,4,1.21472962132615
"Punavuori","00150","2h, k, s, lasit...","kt",63,2,462000,7333,1971,"on","hyvä","oma","E",5,2,1.21472962132615
"Punavuori","00150","2h, k, halli, k...","kt",74,2,558000,7541,1939,"on","hyvä","oma","F",7,2,1.21472962132615
"Punavuori","00150","2h+kk","kt",36,2,278000,7722,1897,"ei","hyvä","oma","D",5,5,1.21472962132615
"Punavuori","00150","2 h+keittosyv.+...","kt",46,2,338000,7348,1931,"on","hyvä","oma","F",5,1,1.21472962132615
"Punavuori","00150","2h, k, kph, et","kt",56,2,438000,7780,1906,"ei","hyvä","oma","F",3,2,1.21472962132615
"Eira","00150","1-2h, avok, kph...","kt",47,2,425000,9043,1930,"on","hyvä","oma","F",3,3,1.21472962132615
"Ullanlinna","00150","1h+iso avokeitt...","kt",60,2,275000,4583,1937,"on","huono","oma","D",5,1,1.21472962132615
"Eiranranta","00150","3h, k, rt, kph,...","kt",104,3,920000,8846,2007,"on","hyvä","oma","F",7,2,1.21472962132615
"Punavuori","00150","3h, k, kph, eri...","kt",69,3,430000,6187,1974,"on","tyyd.","oma","D",6,3,1.21472962132615
"Punavuori","00150","3h, k, halli, k...","kt",75,3,595000,7891,1939,"on","hyvä","oma","F",7,4,1.21472962132615
"Eira","00150","3h, avokeitti...","kt",70,3,600000,8547,1914,"ei","tyyd.","oma","D",4,4,1.21472962132615
"Punavuori","00150","3h, avok, kph, wc","kt",44,3,325000,7238,1914,"ei","hyvä","oma","F",4,4,1.21472962132615
"Punavuori","00150","3h+k+kph+lasite...","kt",58,3,473500,8164,1971,"on","hyvä","oma","G",7,3,1.21472962132615
"Punavuori","00150","3 h + k + kph +...","kt",76,3,490000,6405,1974,"on","huono","oma","D",6,1,1.21472962132615
"Punavuori","00150","3h, avok, kph, ...","kt",112,3,929000,8295,2012,"on","hyvä","oma","D",6,3,1.21472962132615
"Ullanlinna","00150","2-3h, k, kph","kt",49,3,370000,7551,1928,"ei","hyvä","oma","E",4,3,1.21472962132615
"Ullanlinna","00150","3h, k","kt",49,3,347000,7082,1928,"ei","tyyd.","oma","E",4,3,1.21472962132615
"Punavuori","00150","3h, k, kph, wc,...","kt",69,3,540000,7770,1974,"on","hyvä","oma","D",6,4,1.21472962132615
"Eira","00150","3h, k, kph, wc","kt",82,3,625000,7622,1900,"ei","tyyd.","oma","F",3,1,1.21472962132615
"Punavuori","00150","3h, k, kph, wc,...","kt",62,3,485000,7760,1957,"ei","hyvä","oma","E",4,4,1.21472962132615
"Punavuori","00150","2-3h, k/rt, vh,...","kt",79,3,580000,7259,1906,"ei","tyyd.","oma","F",4,2,1.21472962132615
"Punavuori","00150","3h+k+kph+wc","kt",72,3,520000,7133,1914,"ei","hyvä","oma","F",4,3,1.21472962132615
"Ullanlinna","00150","2-3h+avok+kph+et","kt",61,3,550000,9016,1935,"on","hyvä","oma","C",5,3,1.21472962132615
"Eiranranta","00150","3h, avok, kph, ...","kt",117,3,1085000,9274,2008,"on","hyvä","oma","F",8,4,1.21472962132615
"Punavuori","00150","4h, k, vh, kph,...","kt",88,4,500000,5682,1969,"on","hyvä","oma","D",5,5,1.21472962132615
"Punavuori","00150","3h, keittiö...","kt",110,4,835000,7591,1939,"on","tyyd.","oma","E",6,3,1.21472962132615
"Punavuori","00150","4-5h, k, kph, k...","kt",120,4,980000,8167,1963,"on","hyvä","oma","F",8,7,1.21472962132615
"Katajanokka","00160","1h, kk, kh, par...","kt",36,1,175000,4861,1985,"on","tyyd.","vuokra","D",5,2,1.47957116146
"Katajanokka","00160","1h, k, wc","kt",28,1,205000,7321,1904,"on","tyyd.","oma","F",4,1,1.47957116146
"Katajanokka","00160","1h, kk, kph, la...","kt",31,1,152000,4903,1982,"on","tyyd.","vuokra","G",3,2,1.47957116146
"Katajanokka","00160","2h, k, kph","kt",94,2,720000,7611,1904,"on","hyvä","oma","G",5,5,1.47957116146
"Katajanokka","00160","2h, avok, kph","kt",29,2,279501,9638,1909,"on","hyvä","oma","G",7,1,1.47957116146
"Katajanokka","00160","2h, k, kph, wc,...","kt",48,2,360000,7438,1903,"on","tyyd.","oma","F",5,3,1.47957116146
"Katajanokka","00160","2h, avok, kph","kt",48,2,404000,8417,1910,"ei","hyvä","oma","E",5,1,1.47957116146
"Katajanokka","00160","2h+k+p","kt",56,2,239000,4230,1985,"ei","tyyd.","vuokra","D",5,3,1.47957116146
"Katajanokka","00160","2h,k,kph,lasit.p","kt",54,2,347221,6371,1982,"on","hyvä","vuokra","D",4,4,1.47957116146
"Katajanokka","00160","2h+kk+vh+kph (y...","kt",62,2,400000,6452,1906,"ei","hyvä","oma","F",4,2,1.47957116146
"Katajanokka","00160","2h, avok, kph","kt",46,2,384500,8269,1910,"ei","hyvä","oma","E",4,2,1.47957116146
"Katajanokka","00160","2h, k, kph, eri...","kt",56,2,290000,5133,1982,"on","hyvä","vuokra","E",4,1,1.47957116146
"Katajanokka","00160","3h+k+s","kt",73,3,300000,4110,1982,"on","tyyd.","vuokra","E",4,4,1.47957116146
"Katajanokka","00160","3h, k, kph","kt",87,3,610000,6971,1911,"on","tyyd.","oma","E",5,3,1.47957116146
"Katajanokka","00160","2-3h, avok, kph...","kt",62,3,377000,6032,1985,"on","hyvä","vuokra","D",5,5,1.47957116146
"Katajanokka","00160","5h, k, kph","kt",123,4,815000,6626,1906,"ei","tyyd.","oma","E",4,2,1.47957116146
"Katajanokka","00160","4h, k, kph, s, ...","kt",91,4,466537,5099,1982,"on","tyyd.","vuokra","D",5,2,1.47957116146
"Katajanokka","00160","4h+avok+kph (Yj...","kt",100,4,451750,4518,1903,"ei","tyyd.","oma","F",4,1,1.47957116146
"Kruununhaka","00170","1h+avok.+alk.+kph","kt",30,1,243000,8100,1939,"on","hyvä","oma","F",6,4,1.02492964991264
"Kruununhaka","00170","1h, avok, suihk...","kt",27,1,212000,7852,1912,"ei","tyyd.","oma","F",3,3,1.02492964991264
"Kruununhaka","00170","1-2h, avok, kph...","kt",42,1,325000,7738,1928,"on","hyvä","oma","D",6,5,1.02492964991264
"Kruununhaka","00170","1h, kk, kph, parvi","kt",17,1,130000,7647,1939,"on","huono","oma","F",6,1,1.02492964991264
"Kruununhaka","00170","1h+k","kt",42,1,288000,6857,1904,"on","hyvä","oma","E",5,3,1.02492964991264
"Kruununhaka","00170","1h, keittiö...","kt",28,1,239000,8386,1954,"on","tyyd.","oma","E",8,8,1.02492964991264
"Kruununhaka","00170","1h, k","kt",21,1,199000,9343,1890,"on","hyvä","oma","F",5,5,1.02492964991264
"Kruunhaka","00170","1h+ks+wc","kt",18,1,175000,9309,1874,"on","hyvä","oma","G",5,3,1.02492964991264
"Kruununhaka","00170","1h, k","kt",38,1,230000,5974,1928,"on","tyyd.","oma","D",5,4,1.02492964991264
"Kruununhaka","00170","1h+pk+kh","kt",37,1,278000,7514,1874,"on","tyyd.","oma","G",4,2,1.02492964991264
"Kruununhaka","00170","1-2h+kt+kph","kt",46,2,344000,7478,1939,"on","hyvä","oma","E",5,5,1.02492964991264
"Kruununhaka","00170","2h+k+kph","kt",63,2,484250,7687,1908,"on","hyvä","oma","D",3,3,1.02492964991264
"Kruununhaka","00170","2 h, avok, alko...","kt",41,2,349500,8524,1936,"on","hyvä","oma","E",7,5,1.02492964991264
"Kruununhaka","00170","1-2h+k+kph+wc+vh","kt",41,2,327000,7899,1890,"on","tyyd.","oma","F",5,3,1.02492964991264
"Kruununhaka","00170","2h, k, kph","kt",44,2,342000,7773,1887,"on","tyyd.","oma","E",5,2,1.02492964991264
"Kruununhaka","00170","2h+kk","kt",51,2,385501,7485,1939,"on","hyvä","oma","E",5,2,1.02492964991264
"Kruununhaka","00170","2h,k,kph (yj. 1...","kt",64,2,405000,6328,1896,"ei","huono","oma","F",4,4,1.02492964991264
"Kruununhaka","00170","2h+k+kph","kt",66,2,498000,7545,1908,"on","hyvä","oma","D",3,2,1.02492964991264
"Kruununhaka","00170","1-2h, k","kt",52,2,380000,7308,1908,"on","tyyd.","oma","D",5,5,1.02492964991264
"Kruununhaka","00170","2h, k, kph, eri...","kt",38,2,305000,7922,1928,"on","hyvä","oma","D",5,4,1.02492964991264
"Kruununhaka","00170","2h, avok, kph, et","kt",44,2,325000,7386,1951,"on","hyvä","oma","D",6,2,1.02492964991264
"Kruununhaka","00170","2h, alkovi, k, kph","kt",55,2,380000,6847,1934,"on","hyvä","oma","G",6,2,1.02492964991264
"Kruununhaka","00170","2h,kk","kt",50,2,355000,7100,1939,"on","tyyd.","oma","F",7,4,1.02492964991264
"Kruununhaka","00170","2h, k, kph","kt",40,2,341000,8525,1904,"on","hyvä","oma","D",6,6,1.02492964991264
"Kruununhaka","00170","1h, k, kph, eri...","kt",44,2,339000,7670,1909,"on","hyvä","oma","F",7,5,1.02492964991264
"Kruununhaka","00170","2h, k, kh, parveke","kt",58,2,428000,7379,1950,"on","tyyd.","oma","D",6,5,1.02492964991264
"Kruununhaka","00170","2h, ikkunalline...","kt",36,2,266000,7389,1962,"on","hyvä","oma","E",6,5,1.02492964991264
"Kruununhaka","00170","2h+kk","kt",51,2,270000,5243,1939,"on","huono","oma","E",5,2,1.02492964991264
"Kruununhaka","00170","2h, avok, kph","kt",38,2,340000,8947,1928,"on","hyvä","oma","F",7,7,1.02492964991264
"Kruununhaka","00170","2-3h, avok, kph","kt",58,2,446000,7690,1939,"on","hyvä","oma","E",4,4,1.02492964991264
"Kruununhaka","00170","3-4h, k, kph, et","kt",97,3,700000,7216,1906,"on","hyvä","oma","C",6,5,1.02492964991264
"Kruununhaka","00170","3h+k+eteinen+kp...","kt",82,3,595000,7195,1928,"on","huono","oma","F",6,2,1.02492964991264
"Kruununhaka","00170","3h, k, kph, wc, vh","kt",69,3,552000,8000,1924,"on","hyvä","oma","F",8,8,1.02492964991264
"Kruununhaka","00170","3h, avok, kph","kt",82,3,603000,7309,1911,"ei","hyvä","oma","E",4,1,1.02492964991264
"Kruununhaka","00170","3h+k+kph","kt",81,3,622000,7679,1906,"ei","hyvä","oma","F",5,1,1.02492964991264
"Kruununhaka","00170","3h+k+kph+vh","kt",92,3,755000,8136,1911,"on","hyvä","oma","F",6,6,1.02492964991264
"Kruununhaka","00170","3h+k+et.halli+k...","kt",115,3,640808,5572,1939,"on","huono","oma","E",5,3,1.02492964991264
"Kruununhaka","00170","3h+avok+kph/wc+...","kt",121,3,933000,7711,1928,"on","hyvä","oma","D",6,6,1.02492964991264
"Kruununhaka","00170","3h+k+erillinen ...","kt",90,3,655000,7278,1989,"on","hyvä","oma","D",5,4,1.02492964991264
"Kruununhaka","00170","3h+k+kph+s","kt",95,3,535000,5632,1938,"on","tyyd.","oma","E",5,2,1.02492964991264
"Kruununhaka","00170","3h, k, kph, wc,...","kt",96,3,720000,7469,1911,"on","tyyd.","oma","F",5,5,1.02492964991264
"Kruununhaka","00170","3h, k, kph, eri...","kt",78,3,637500,8131,1913,"on","hyvä","oma","G",4,2,1.02492964991264
"Kruununhaka","00170","3h, avok, kph","kt",75,3,580000,7733,1929,"on","hyvä","oma","C",5,2,1.02492964991264
"Kruununhaka","00170","3h+avok+kph+s+e...","kt",83,3,487000,5867,1911,"on","hyvä","oma","D",5,3,1.02492964991264
"Kruununhaka","00170","3h, k, kph","kt",88,3,688000,7818,1912,"ei","hyvä","oma","F",5,3,1.02492964991264
"Kruununhaka","00170","3h, k, kph, wc","kt",73,3,640000,8696,1928,"on","hyvä","oma","F",6,4,1.02492964991264
"Kruununhaka","00170","3h,k,kph","kt",89,3,522000,5806,1911,"on","huono","oma","F",5,3,1.02492964991264
"Kruununhaka","00170","3h+avok+kph (Yj...","kt",95,3,485000,5105,1890,"on","tyyd.","oma","E",4,2,1.02492964991264
"Kruununhaka","00170","3h+k+kph+erilli...","kt",91,3,720000,7869,1903,"on","hyvä","oma","E",3,2,1.02492964991264
"Kruununhaka","00170","5h, k, kph, 2xw...","kt",165,4,1160000,7005,1913,"on","hyvä","oma","G",5,4,1.02492964991264
"Kruununhaka","00170","4h+avok+vh+kph+...","kt",172,4,1250000,7267,1924,"on","hyvä","oma","F",8,5,1.02492964991264
"Kruununhaka","00170","4h,k","kt",98,4,780000,7919,1928,"on","tyyd.","oma","F",6,4,1.02492964991264
"Kruununhaka","00170","4h+avok+vh+kph+...","kt",172,4,1265000,7355,1924,"on","hyvä","oma","F",8,5,1.02492964991264
"Kruununhaka","00170","5h, k, halli","kt",141,4,950000,6738,1926,"on","tyyd.","oma","D",7,3,1.02492964991264
"Kruununhaka","00170","4h+k+kph+wc+vh,...","kt",112,4,831000,7420,1989,"on","tyyd.","oma","D",5,5,1.02492964991264
"Kamppi","00180","1h+kk+kph (Yj.n...","kt",28,1,176500,6193,1928,"on","tyyd.","oma","D",6,2,1.27010296974773
"Kamppi","00180","1h+avok.+kph","kt",29,1,235000,8103,1961,"on","hyvä","oma","D",7,7,1.27010296974773
"Kamppi","00180","1h, kk, kph","kt",25,1,190000,7600,1929,"on","tyyd.","oma","E",4,4,1.27010296974773
"Kamppi","00180","1h, avok, kph","kt",32,1,225000,7031,1908,"ei","hyvä","oma","E",5,1,1.27010296974773
"Kamppi","00180","1h, kk, kph","kt",22,1,140000,6364,1929,"on","tyyd.","oma","G",4,2,1.27010296974773
"Kamppi","00180","1h+avok+kh+et","kt",19,1,163023,8580,1895,"ei","tyyd.","oma","F",4,3,1.27010296974773
"Kamppi","00180","Ateljee (1h, av...","kt",60,1,260150,4336,1925,"ei","tyyd.","oma","D",6,6,1.27010296974773
"Kamppi","00180","1h+k+kph+parvi","kt",33,1,246000,7455,1912,"ei","tyyd.","oma","F",4,4,1.27010296974773
"Kamppi","00180","1h, k, kph, par...","kt",34,1,245000,7020,1952,"on","tyyd.","oma","C",8,2,1.27010296974773
"Ruoholahti","00180","1h+kk","kt",23,1,170000,7391,1926,"on","tyyd.","oma","F",5,3,1.27010296974773
"Kamppi","00180","1h, kk, kph","kt",32,1,155000,4769,1939,"on","huono","oma","F",5,4,1.27010296974773
"Kamppi","00180","1h+kk+vaatehuon...","kt",35,1,275000,7812,1952,"on","tyyd.","oma","C",8,4,1.27010296974773
"Kamppi","00180","1h+eteinen","kt",29,1,203000,6881,1895,"ei","tyyd.","oma","G",4,3,1.27010296974773
"Hietalahti","00180","1h, kk, kph","kt",27,1,209000,7741,1939,"on","tyyd.","oma","F",7,5,1.27010296974773
"Kallio","00180","1h,kk","kt",25,1,179000,7160,1962,"on","tyyd.","oma","F",7,7,1.27010296974773
"Kamppi","00180","1h, kk, kph","kt",16,1,144000,8727,1936,"ei","hyvä","oma","F",5,4,1.27010296974773
"Ruoholahti","00180","2h, k, kph, s, ...","kt",62,2,308000,4968,1995,"on","tyyd.","vuokra","E",5,5,1.27010296974773
"Kamppi","00180","2h, kk, halli, kph","kt",50,2,255000,5100,1939,"on","tyyd.","oma","E",5,5,1.27010296974773
"Ruoholahti","00180","2h,k,kph,s,p","kt",46,2,244000,5247,1994,"on","hyvä","vuokra","E",6,6,1.27010296974773
"Ruoholahti","00180","2h, avok, kph, ...","kt",53,2,281825,5317,1994,"on","hyvä","vuokra","E",6,3,1.27010296974773
"Kamppi","00180","2h,k,s,erill.wc...","kt",56,2,364000,6500,1961,"on","hyvä","oma","E",8,7,1.27010296974773
"Jätkäsaari","00180","2 h + kt + s","kt",50,2,365000,7228,2015,"on","hyvä","oma","C",7,3,1.27010296974773
"Kamppi","00180","1-2h, k, alkovi...","kt",49,2,250000,5102,1935,"ei","tyyd.","oma","F",6,4,1.27010296974773
"Kamppi","00180","2h, kk, kph, wc...","kt",50,2,374274,7411,1913,"ei","hyvä","oma","D",4,3,1.27010296974773
"Hietalahti","00180","2h+k+kph+p (YJ:...","kt",52,2,309000,5942,1954,"on","tyyd.","oma","E",8,7,1.27010296974773
"Kamppi","00180","2h,k,s,lasitett...","kt",62,2,308000,4968,1986,"on","tyyd.","oma","D",6,2,1.27010296974773
"Kamppi","00180","2h+k+kph","kt",45,2,350705,7657,1929,"on","hyvä","oma","E",7,6,1.27010296974773
"Kamppi","00180","2h+k+kph","kt",46,2,361000,7763,1929,"on","hyvä","oma","F",6,5,1.27010296974773
"Ruoholahti","00180","2 h, k, kph, p","kt",45,2,237000,5267,1993,"ei","tyyd.","vuokra","E",4,4,1.27010296974773
"Kamppi","00180","2h, avokeitti...","kt",45,2,449000,9978,1938,"on","hyvä","oma","E",5,4,1.27010296974773
"Ruoholahti","00180","2-3h, k, kph, s, p","kt",62,2,267000,4272,1993,"on","tyyd.","vuokra","D",7,2,1.27010296974773
"Jätkäsaari","00180","2h, k, kph, s, ...","kt",50,2,360000,7129,2015,"on","hyvä","oma","E",7,3,1.27010296974773
"Kamppi","00180","2h, tupak., kph...","kt",39,2,370000,9367,2015,"on","hyvä","oma","C",6,3,1.27010296974773
"Kamppi","00180","1-2h+avok+kph+e...","kt",52,2,350000,6731,1926,"on","hyvä","oma","F",5,2,1.27010296974773
"Kamppi","00180","2h, k, kph, alk...","kt",63,2,350500,5563,1929,"ei","huono","oma","E",6,4,1.27010296974773
"Ruoholahti","00180","2h, avok, kph/w...","kt",44,2,285000,6477,1993,"on","hyvä","vuokra","C",5,4,1.27010296974773
"Kamppi","00180","KATTOHUONEISTO:...","kt",71,3,658000,9203,1926,"on","hyvä","oma","D",6,6,1.27010296974773
"Kamppi","00180","3h, avok, vh, kph","kt",58,3,425000,7328,1950,"on","hyvä","oma","D",5,3,1.27010296974773
"Kamppi","00180","3h, k","kt",60,3,450000,7500,1940,"on","hyvä","oma","E",4,2,1.27010296974773
"Kamppi","00180","3h, avok, kph, ...","kt",66,3,632500,9583,1926,"on","hyvä","oma","F",7,7,1.27010296974773
"Kamppi","00180","2-3h, avok, kph...","kt",52,3,388000,7462,1960,"on","hyvä","oma","F",5,5,1.27010296974773
"Kamppi","00180","3h, k, halli ja...","kt",77,3,425000,5512,1929,"on","tyyd.","oma","F",7,3,1.27010296974773
"Kamppi","00180","3-4h, k, kph,s,...","kt",91,3,658728,7239,1988,"on","hyvä","oma","E",8,4,1.27010296974773
"Kamppi","00180","3h, k, kph, ran...","kt",64,3,380000,5938,1979,"on","hyvä","vuokra","F",7,6,1.27010296974773
"Kamppi","00180","3 h, k, kph, wc...","kt",76,3,471000,6197,1981,"on","tyyd.","oma","E",7,2,1.27010296974773
"Kamppi","00180","3h, keittiö...","kt",78,3,585000,7500,1989,"on","hyvä","oma","C",6,2,1.27010296974773
"Jätkäsaari","00180","4H+KT+S","kt",87,4,630000,7241,2019,"on","hyvä","oma","C",3,1,1.27010296974773
"Ruoholahti","00180","4h+k+s","kt",90,4,445000,4944,1995,"on","tyyd.","vuokra","D",6,4,1.27010296974773
"Kamppi","00180","4h+k+rt+2kph+s+...","kt",140,4,1300000,9286,1906,"on","hyvä","oma","E",4,3,1.27010296974773
"Ruoholahti","00180","5h, avok, rt, k...","kt",113,4,597000,5283,1993,"on","hyvä","vuokra","C",5,4,1.27010296974773
"Ruoholahti","00180","5h, avok, rt, k...","kt",113,4,597000,5283,1993,"on","hyvä","vuokra","C",5,4,1.27010296974773
"Kamppi","00180","4h, k, kph, eri...","kt",91,4,660000,7197,1916,"ei","hyvä","oma","F",5,3,1.27010296974773
"Ruoholahti","00180","5h, avok, rt, k...","kt",113,4,627000,5549,1993,"on","tyyd.","vuokra","C",5,5,1.27010296974773
"Hietalahti","00180","4-5h, avok, kph...","kt",114,4,850000,7456,1989,"on","tyyd.","oma","E",9,7,1.27010296974773
"Ruoholahti","00180","4h, k, kph, s, ...","kt",91,4,468886,5124,1993,"on","tyyd.","vuokra","C",6,4,1.27010296974773
"Lauttasaari","00200","1h, kk, kph/wc, et","kt",28,1,168700,6025,1961,"on","huono","oma","D",5,4,3.77800827992573
"Lauttasaari","00200","1h, kt, kph, vh","kt",18,1,135000,7297,1954,"ei","tyyd.","oma","D",4,3,3.77800827992573
"Lauttasaari","00200","1h+kk","kt",31,1,214000,6794,1955,"on","hyvä","oma","D",4,4,3.77800827992573
"Lauttasaari","00200","1 h, kk, kph ja...","kt",25,1,125000,4902,1975,"ei","huono","oma","D",2,2,3.77800827992573
